x,T,U_0,rho,p,rho,U_0,U_1,U_2
0.000625,293,6.09E-13,1002.15,1.00E+07,1002.15,6.09E-13,0,0
0.001875,293,-5.17E-13,1002.15,1.00E+07,1002.15,-5.17E-13,0,0
0.003125,293,-2.93E-12,1002.15,1.00E+07,1002.15,-2.93E-12,0,0
0.004375,293,-3.85E-12,1002.15,1.00E+07,1002.15,-3.85E-12,0,0
0.005625,293,-2.73E-12,1002.15,1.00E+07,1002.15,-2.73E-12,0,0
0.006875,293,-2.41E-12,1002.15,1.00E+07,1002.15,-2.41E-12,0,0
0.008125,293,-1.43E-13,1002.15,1.00E+07,1002.15,-1.43E-13,0,0
0.009375,293,2.95E-12,1002.15,1.00E+07,1002.15,2.95E-12,0,0
0.010625,293,-6.55E-13,1002.15,1.00E+07,1002.15,-6.55E-13,0,0
0.011875,293,-3.24E-12,1002.15,1.00E+07,1002.15,-3.24E-12,0,0
0.013125,293,-4.60E-12,1002.15,1.00E+07,1002.15,-4.60E-12,0,0
0.014375,293,-5.88E-12,1002.15,1.00E+07,1002.15,-5.88E-12,0,0
0.015625,293,-8.47E-12,1002.15,1.00E+07,1002.15,-8.47E-12,0,0
0.016875,293,-8.61E-12,1002.15,1.00E+07,1002.15,-8.61E-12,0,0
0.018125,293,-1.20E-11,1002.15,1.00E+07,1002.15,-1.20E-11,0,0
0.019375,293,-1.95E-11,1002.15,1.00E+07,1002.15,-1.95E-11,0,0
0.020625,293,-2.08E-11,1002.15,1.00E+07,1002.15,-2.08E-11,0,0
0.021875,293,-1.89E-11,1002.15,1.00E+07,1002.15,-1.89E-11,0,0
0.023125,293,-2.11E-11,1002.15,1.00E+07,1002.15,-2.11E-11,0,0
0.024375,293,-2.08E-11,1002.15,1.00E+07,1002.15,-2.08E-11,0,0
0.025625,293,-1.75E-11,1002.15,1.00E+07,1002.15,-1.75E-11,0,0
0.026875,293,-2.01E-11,1002.15,1.00E+07,1002.15,-2.01E-11,0,0
0.028125,293,-2.61E-11,1002.15,1.00E+07,1002.15,-2.61E-11,0,0
0.029375,293,-2.68E-11,1002.15,1.00E+07,1002.15,-2.68E-11,0,0
0.030625,293,-2.33E-11,1002.15,1.00E+07,1002.15,-2.33E-11,0,0
0.031875,293,-1.88E-11,1002.15,1.00E+07,1002.15,-1.88E-11,0,0
0.033125,293,-1.57E-11,1002.15,1.00E+07,1002.15,-1.57E-11,0,0
0.034375,293,-1.34E-11,1002.15,1.00E+07,1002.15,-1.34E-11,0,0
0.035625,293,-1.16E-11,1002.15,1.00E+07,1002.15,-1.16E-11,0,0
0.036875,293,-8.21E-12,1002.15,1.00E+07,1002.15,-8.21E-12,0,0
0.038125,293,-5.36E-12,1002.15,1.00E+07,1002.15,-5.36E-12,0,0
0.039375,293,-6.24E-12,1002.15,1.00E+07,1002.15,-6.24E-12,0,0
0.040625,293,-6.07E-12,1002.15,1.00E+07,1002.15,-6.07E-12,0,0
0.041875,293,-1.20E-12,1002.15,1.00E+07,1002.15,-1.20E-12,0,0
0.043125,293,2.37E-12,1002.15,1.00E+07,1002.15,2.37E-12,0,0
0.044375,293,-1.13E-14,1002.15,1.00E+07,1002.15,-1.13E-14,0,0
0.045625,293,-3.45E-13,1002.15,1.00E+07,1002.15,-3.45E-13,0,0
0.046875,293,1.09E-12,1002.15,1.00E+07,1002.15,1.09E-12,0,0
0.048125,293,3.27E-12,1002.15,1.00E+07,1002.15,3.27E-12,0,0
0.049375,293,6.21E-12,1002.15,1.00E+07,1002.15,6.21E-12,0,0
0.050625,293,5.51E-12,1002.15,1.00E+07,1002.15,5.51E-12,0,0
0.051875,293,4.77E-12,1002.15,1.00E+07,1002.15,4.77E-12,0,0
0.053125,293,4.44E-12,1002.15,1.00E+07,1002.15,4.44E-12,0,0
0.054375,293,5.03E-13,1002.15,1.00E+07,1002.15,5.03E-13,0,0
0.055625,293,-3.66E-13,1002.15,1.00E+07,1002.15,-3.66E-13,0,0
0.056875,293,-2.45E-12,1002.15,1.00E+07,1002.15,-2.45E-12,0,0
0.058125,293,-7.13E-12,1002.15,1.00E+07,1002.15,-7.13E-12,0,0
0.059375,293,-6.47E-12,1002.15,1.00E+07,1002.15,-6.47E-12,0,0
0.060625,293,-6.48E-12,1002.15,1.00E+07,1002.15,-6.48E-12,0,0
0.061875,293,-3.43E-12,1002.15,1.00E+07,1002.15,-3.43E-12,0,0
0.063125,293,3.71E-12,1002.15,1.00E+07,1002.15,3.71E-12,0,0
0.064375,293,3.77E-12,1002.15,1.00E+07,1002.15,3.77E-12,0,0
0.065625,293,1.44E-12,1002.15,1.00E+07,1002.15,1.44E-12,0,0
0.066875,293,4.77E-14,1002.15,1.00E+07,1002.15,4.77E-14,0,0
0.068125,293,1.65E-12,1002.15,1.00E+07,1002.15,1.65E-12,0,0
0.069375,293,4.43E-12,1002.15,1.00E+07,1002.15,4.43E-12,0,0
0.070625,293,6.23E-12,1002.15,1.00E+07,1002.15,6.23E-12,0,0
0.071875,293,6.70E-12,1002.15,1.00E+07,1002.15,6.70E-12,0,0
0.073125,293,6.11E-12,1002.15,1.00E+07,1002.15,6.11E-12,0,0
0.074375,293,5.34E-12,1002.15,1.00E+07,1002.15,5.34E-12,0,0
0.075625,293,6.13E-12,1002.15,1.00E+07,1002.15,6.13E-12,0,0
0.076875,293,9.35E-12,1002.15,1.00E+07,1002.15,9.35E-12,0,0
0.078125,293,1.12E-11,1002.15,1.00E+07,1002.15,1.12E-11,0,0
0.079375,293,1.01E-11,1002.15,1.00E+07,1002.15,1.01E-11,0,0
0.080625,293,7.74E-12,1002.15,1.00E+07,1002.15,7.74E-12,0,0
0.081875,293,9.51E-12,1002.15,1.00E+07,1002.15,9.51E-12,0,0
0.083125,293,1.25E-11,1002.15,1.00E+07,1002.15,1.25E-11,0,0
0.084375,293,1.37E-11,1002.15,1.00E+07,1002.15,1.37E-11,0,0
0.085625,293,1.39E-11,1002.15,1.00E+07,1002.15,1.39E-11,0,0
0.086875,293,1.16E-11,1002.15,1.00E+07,1002.15,1.16E-11,0,0
0.088125,293,7.06E-12,1002.15,1.00E+07,1002.15,7.06E-12,0,0
0.089375,293,4.99E-12,1002.15,1.00E+07,1002.15,4.99E-12,0,0
0.090625,293,1.08E-11,1002.15,1.00E+07,1002.15,1.08E-11,0,0
0.091875,293,1.43E-11,1002.15,1.00E+07,1002.15,1.43E-11,0,0
0.093125,293,1.28E-11,1002.15,1.00E+07,1002.15,1.28E-11,0,0
0.094375,293,1.26E-11,1002.15,1.00E+07,1002.15,1.26E-11,0,0
0.095625,293,1.48E-11,1002.15,1.00E+07,1002.15,1.48E-11,0,0
0.096875,293,1.55E-11,1002.15,1.00E+07,1002.15,1.55E-11,0,0
0.098125,293,1.49E-11,1002.15,1.00E+07,1002.15,1.49E-11,0,0
0.099375,293,1.28E-11,1002.15,1.00E+07,1002.15,1.28E-11,0,0
0.100625,293,1.35E-11,1002.15,1.00E+07,1002.15,1.35E-11,0,0
0.101875,293,1.92E-11,1002.15,1.00E+07,1002.15,1.92E-11,0,0
0.103125,293,2.00E-11,1002.15,1.00E+07,1002.15,2.00E-11,0,0
0.104375,293,2.11E-11,1002.15,1.00E+07,1002.15,2.11E-11,0,0
0.105625,293,2.57E-11,1002.15,1.00E+07,1002.15,2.57E-11,0,0
0.106875,293,2.97E-11,1002.15,1.00E+07,1002.15,2.97E-11,0,0
0.108125,293,3.32E-11,1002.15,1.00E+07,1002.15,3.32E-11,0,0
0.109375,293,3.46E-11,1002.15,1.00E+07,1002.15,3.46E-11,0,0
0.110625,293,3.39E-11,1002.15,1.00E+07,1002.15,3.39E-11,0,0
0.111875,293,3.65E-11,1002.15,1.00E+07,1002.15,3.65E-11,0,0
0.113125,293,4.14E-11,1002.15,1.00E+07,1002.15,4.14E-11,0,0
0.114375,293,5.36E-11,1002.15,1.00E+07,1002.15,5.36E-11,0,0
0.115625,293,7.24E-11,1002.15,1.00E+07,1002.15,7.24E-11,0,0
0.116875,293,1.14E-10,1002.15,1.00E+07,1002.15,1.14E-10,0,0
0.118125,293,1.72E-10,1002.15,1.00E+07,1002.15,1.72E-10,0,0
0.119375,293,2.67E-10,1002.15,1.00E+07,1002.15,2.67E-10,0,0
0.120625,293,4.28E-10,1002.15,1.00E+07,1002.15,4.28E-10,0,0
0.121875,293,7.01E-10,1002.15,1.00E+07,1002.15,7.01E-10,0,0
0.123125,293,1.16E-09,1002.15,1.00E+07,1002.15,1.16E-09,0,0
0.124375,293,1.89E-09,1002.15,1.00E+07,1002.15,1.89E-09,0,0
0.125625,293,3.09E-09,1002.15,1.00E+07,1002.15,3.09E-09,0,0
0.126875,293,5.06E-09,1002.15,1.00E+07,1002.15,5.06E-09,0,0
0.128125,293,8.26E-09,1002.15,1.00E+07,1002.15,8.26E-09,0,0
0.129375,293,1.33E-08,1002.15,1.00E+07,1002.15,1.33E-08,0,0
0.130625,293,2.14E-08,1002.15,1.00E+07,1002.15,2.14E-08,0,0
0.131875,293,3.41E-08,1002.15,1.00E+07,1002.15,3.41E-08,0,0
0.133125,293,5.42E-08,1002.15,1.00E+07,1002.15,5.42E-08,0,0
0.134375,293,8.56E-08,1002.15,1.00E+07,1002.15,8.56E-08,0,0
0.135625,293,1.35E-07,1002.15,1.00E+07,1002.15,1.35E-07,0,0
0.136875,293,2.10E-07,1002.15,1.00E+07,1002.15,2.10E-07,0,0
0.138125,293,3.28E-07,1002.15,1.00E+07,1002.15,3.28E-07,0,0
0.139375,293,5.08E-07,1002.15,1.00E+07,1002.15,5.08E-07,0,0
0.140625,293,7.84E-07,1002.15,1.00E+07,1002.15,7.84E-07,0,0
0.141875,293,1.20E-06,1002.15,1.00E+07,1002.15,1.20E-06,0,0
0.143125,293,1.84E-06,1002.15,1.00E+07,1002.15,1.84E-06,0,0
0.144375,293,2.80E-06,1002.15,1.00E+07,1002.15,2.80E-06,0,0
0.145625,293,4.23E-06,1002.15,1.00E+07,1002.15,4.23E-06,0,0
0.146875,293,6.37E-06,1002.15,1.00E+07,1002.15,6.37E-06,0,0
0.148125,293,9.55E-06,1002.15,1.00E+07,1002.15,9.55E-06,0,0
0.149375,293,1.42E-05,1002.15,1.00E+07,1002.15,1.42E-05,0,0
0.150625,293,2.11E-05,1002.15,1.00E+07,1002.15,2.11E-05,0,0
0.151875,293,3.12E-05,1002.15,1.00E+07,1002.15,3.12E-05,0,0
0.153125,293,4.57E-05,1002.15,1.00E+07,1002.15,4.57E-05,0,0
0.154375,293,6.68E-05,1002.15,1.00E+07,1002.15,6.68E-05,0,0
0.155625,293,9.70E-05,1002.15,1.00E+07,1002.15,9.70E-05,0,0
0.156875,293,0.000140151,1002.15,1.00E+07,1002.15,0.000140151,0,0
0.158125,293,0.00020137,1002.15,1.00E+07,1002.15,0.00020137,0,0
0.159375,293,0.000287742,1002.15,1.00E+07,1002.15,0.000287742,0,0
0.160625,293,0.000408877,1002.15,1.00E+07,1002.15,0.000408877,0,0
0.161875,293,0.000577745,1002.15,1.00E+07,1002.15,0.000577745,0,0
0.163125,293,0.000811715,1002.15,1.00E+07,1002.15,0.000811715,0,0
0.164375,293,0.00113387,1002.15,1.00E+07,1002.15,0.00113387,0,0
0.165625,292.999,0.00157467,1002.15,1.00E+07,1002.15,0.00157467,0,0
0.166875,292.999,0.00217394,1002.15,1.00E+07,1002.15,0.00217394,0,0
0.168125,292.999,0.00298336,1002.15,1.00E+07,1002.15,0.00298336,0,0
0.169375,292.999,0.00406941,1002.15,9.99E+06,1002.15,0.00406941,0,0
0.170625,292.998,0.00551685,1002.15,9.99E+06,1002.15,0.00551685,0,0
0.171875,292.997,0.00743275,1002.15,9.99E+06,1002.15,0.00743275,0,0
0.173125,292.996,0.00995111,1002.15,9.99E+06,1002.15,0.00995111,0,0
0.174375,292.995,0.013238,1002.14,9.98E+06,1002.14,0.013238,0,0
0.175625,292.994,0.017497,1002.14,9.97E+06,1002.14,0.017497,0,0
0.176875,292.992,0.0229752,1002.14,9.97E+06,1002.14,0.0229752,0,0
0.178125,292.989,0.029969,1002.13,9.96E+06,1002.13,0.029969,0,0
0.179375,292.986,0.0388295,1002.13,9.94E+06,1002.13,0.0388295,0,0
0.180625,292.982,0.0499678,1002.12,9.93E+06,1002.12,0.0499678,0,0
0.181875,292.977,0.0638586,1002.11,9.91E+06,1002.11,0.0638586,0,0
0.183125,292.971,0.0810419,1002.1,9.88E+06,1002.1,0.0810419,0,0
0.184375,292.964,0.102123,1002.08,9.85E+06,1002.08,0.102123,0,0
0.185625,292.954,0.127767,1002.07,9.81E+06,1002.07,0.127767,0,0
0.186875,292.944,0.158693,1002.04,9.76E+06,1002.04,0.158693,0,0
0.188125,292.93,0.195663,1002.02,9.71E+06,1002.02,0.195663,0,0
0.189375,292.915,0.239459,1001.99,9.64E+06,1001.99,0.239459,0,0
0.190625,292.897,0.290865,1001.96,9.57E+06,1001.96,0.290865,0,0
0.191875,292.875,0.350635,1001.91,9.48E+06,1001.91,0.350635,0,0
0.193125,292.851,0.419463,1001.87,9.38E+06,1001.87,0.419463,0,0
0.194375,292.823,0.49794,1001.81,9.26E+06,1001.81,0.49794,0,0
0.195625,292.792,0.586515,1001.75,9.13E+06,1001.75,0.586515,0,0
0.196875,292.757,0.685451,1001.69,8.98E+06,1001.69,0.685451,0,0
0.198125,292.718,0.794783,1001.61,8.82E+06,1001.61,0.794783,0,0
0.199375,292.676,0.914279,1001.53,8.64E+06,1001.53,0.914279,0,0
0.200625,292.631,1.04341,1001.45,8.45E+06,1001.45,1.04341,0,0
0.201875,292.582,1.18131,1001.35,8.25E+06,1001.35,1.18131,0,0
0.203125,292.531,1.32688,1001.25,8.03E+06,1001.25,1.32688,0,0
0.204375,292.478,1.47708,1001.15,7.81E+06,1001.15,1.47708,0,0
0.205625,292.426,1.62493,1001.05,7.59E+06,1001.05,1.62493,0,0
0.206875,292.375,1.76805,1000.95,7.38E+06,1000.95,1.76805,0,0
0.208125,292.327,1.90524,1000.86,7.18E+06,1000.86,1.90524,0,0
0.209375,292.281,2.03526,1000.77,6.99E+06,1000.77,2.03526,0,0
0.210625,292.238,2.15716,1000.69,6.81E+06,1000.69,2.15716,0,0
0.211875,292.198,2.27024,1000.61,6.64E+06,1000.61,2.27024,0,0
0.213125,292.161,2.37404,1000.54,6.49E+06,1000.54,2.37404,0,0
0.214375,292.128,2.46836,1000.48,6.35E+06,1000.48,2.46836,0,0
0.215625,292.098,2.55321,1000.42,6.22E+06,1000.42,2.55321,0,0
0.216875,292.071,2.62878,1000.37,6.11E+06,1000.37,2.62878,0,0
0.218125,292.048,2.69543,1000.33,6.01E+06,1000.33,2.69543,0,0
0.219375,292.027,2.75365,1000.29,5.93E+06,1000.29,2.75365,0,0
0.220625,292.01,2.80403,1000.25,5.85E+06,1000.25,2.80403,0,0
0.221875,291.994,2.84722,1000.22,5.79E+06,1000.22,2.84722,0,0
0.223125,291.982,2.88389,1000.2,5.73E+06,1000.2,2.88389,0,0
0.224375,291.971,2.91475,1000.18,5.69E+06,1000.18,2.91475,0,0
0.225625,291.962,2.94049,1000.16,5.65E+06,1000.16,2.94049,0,0
0.226875,291.954,2.96176,1000.14,5.62E+06,1000.14,2.96176,0,0
0.228125,291.948,2.97918,1000.13,5.59E+06,1000.13,2.97918,0,0
0.229375,291.943,2.99333,1000.12,5.57E+06,1000.12,2.99333,0,0
0.230625,291.939,3.00471,1000.12,5.56E+06,1000.12,3.00471,0,0
0.231875,291.936,3.0138,1000.11,5.54E+06,1000.11,3.0138,0,0
0.233125,291.934,3.021,1000.1,5.53E+06,1000.1,3.021,0,0
0.234375,291.932,3.02664,1000.1,5.52E+06,1000.1,3.02664,0,0
0.235625,291.93,3.03104,1000.1,5.52E+06,1000.1,3.03104,0,0
0.236875,291.929,3.03444,1000.1,5.51E+06,1000.1,3.03444,0,0
0.238125,291.928,3.03704,1000.09,5.51E+06,1000.09,3.03704,0,0
0.239375,291.927,3.03902,1000.09,5.50E+06,1000.09,3.03902,0,0
0.240625,291.927,3.04052,1000.09,5.50E+06,1000.09,3.04052,0,0
0.241875,291.926,3.04164,1000.09,5.50E+06,1000.09,3.04164,0,0
0.243125,291.926,3.04247,1000.09,5.50E+06,1000.09,3.04247,0,0
0.244375,291.926,3.04309,1000.09,5.50E+06,1000.09,3.04309,0,0
0.245625,291.926,3.04355,1000.09,5.50E+06,1000.09,3.04355,0,0
0.246875,291.926,3.04389,1000.09,5.50E+06,1000.09,3.04389,0,0
0.248125,291.926,3.04414,1000.09,5.50E+06,1000.09,3.04414,0,0
0.249375,291.925,3.04432,1000.09,5.50E+06,1000.09,3.04432,0,0
0.250625,291.925,3.04445,1000.09,5.50E+06,1000.09,3.04445,0,0
0.251875,291.925,3.04455,1000.09,5.50E+06,1000.09,3.04455,0,0
0.253125,291.925,3.04462,1000.09,5.50E+06,1000.09,3.04462,0,0
0.254375,291.925,3.04468,1000.09,5.50E+06,1000.09,3.04468,0,0
0.255625,291.925,3.04472,1000.09,5.50E+06,1000.09,3.04472,0,0
0.256875,291.925,3.04476,1000.09,5.50E+06,1000.09,3.04476,0,0
0.258125,291.925,3.04479,1000.09,5.50E+06,1000.09,3.04479,0,0
0.259375,291.925,3.04481,1000.09,5.50E+06,1000.09,3.04481,0,0
0.260625,291.925,3.04483,1000.09,5.50E+06,1000.09,3.04483,0,0
0.261875,291.925,3.04485,1000.09,5.50E+06,1000.09,3.04485,0,0
0.263125,291.925,3.04487,1000.09,5.50E+06,1000.09,3.04487,0,0
0.264375,291.925,3.04488,1000.09,5.50E+06,1000.09,3.04488,0,0
0.265625,291.925,3.04489,1000.09,5.50E+06,1000.09,3.04489,0,0
0.266875,291.925,3.04491,1000.09,5.50E+06,1000.09,3.04491,0,0
0.268125,291.925,3.04492,1000.09,5.50E+06,1000.09,3.04492,0,0
0.269375,291.925,3.04493,1000.09,5.50E+06,1000.09,3.04493,0,0
0.270625,291.925,3.04494,1000.09,5.50E+06,1000.09,3.04494,0,0
0.271875,291.925,3.04495,1000.09,5.50E+06,1000.09,3.04495,0,0
0.273125,291.925,3.04496,1000.09,5.50E+06,1000.09,3.04496,0,0
0.274375,291.925,3.04497,1000.09,5.50E+06,1000.09,3.04497,0,0
0.275625,291.925,3.04498,1000.09,5.50E+06,1000.09,3.04498,0,0
0.276875,291.925,3.04499,1000.09,5.50E+06,1000.09,3.04499,0,0
0.278125,291.925,3.045,1000.09,5.50E+06,1000.09,3.045,0,0
0.279375,291.925,3.04501,1000.09,5.50E+06,1000.09,3.04501,0,0
0.280625,291.925,3.04501,1000.09,5.50E+06,1000.09,3.04501,0,0
0.281875,291.925,3.04502,1000.09,5.50E+06,1000.09,3.04502,0,0
0.283125,291.925,3.04503,1000.09,5.50E+06,1000.09,3.04503,0,0
0.284375,291.925,3.04504,1000.09,5.50E+06,1000.09,3.04504,0,0
0.285625,291.925,3.04504,1000.09,5.50E+06,1000.09,3.04504,0,0
0.286875,291.925,3.04505,1000.09,5.50E+06,1000.09,3.04505,0,0
0.288125,291.925,3.04506,1000.09,5.50E+06,1000.09,3.04506,0,0
0.289375,291.925,3.04506,1000.09,5.50E+06,1000.09,3.04506,0,0
0.290625,291.925,3.04507,1000.09,5.50E+06,1000.09,3.04507,0,0
0.291875,291.925,3.04507,1000.09,5.50E+06,1000.09,3.04507,0,0
0.293125,291.925,3.04508,1000.09,5.50E+06,1000.09,3.04508,0,0
0.294375,291.925,3.04509,1000.09,5.50E+06,1000.09,3.04509,0,0
0.295625,291.925,3.04509,1000.09,5.50E+06,1000.09,3.04509,0,0
0.296875,291.925,3.0451,1000.09,5.50E+06,1000.09,3.0451,0,0
0.298125,291.925,3.0451,1000.09,5.50E+06,1000.09,3.0451,0,0
0.299375,291.925,3.04511,1000.09,5.50E+06,1000.09,3.04511,0,0
0.300625,291.925,3.04511,1000.09,5.50E+06,1000.09,3.04511,0,0
0.301875,291.925,3.04512,1000.09,5.50E+06,1000.09,3.04512,0,0
0.303125,291.925,3.04512,1000.09,5.50E+06,1000.09,3.04512,0,0
0.304375,291.925,3.04513,1000.09,5.50E+06,1000.09,3.04513,0,0
0.305625,291.925,3.04513,1000.09,5.50E+06,1000.09,3.04513,0,0
0.306875,291.925,3.04513,1000.09,5.50E+06,1000.09,3.04513,0,0
0.308125,291.925,3.04514,1000.09,5.50E+06,1000.09,3.04514,0,0
0.309375,291.925,3.04514,1000.09,5.50E+06,1000.09,3.04514,0,0
0.310625,291.925,3.04515,1000.09,5.50E+06,1000.09,3.04515,0,0
0.311875,291.925,3.04515,1000.09,5.50E+06,1000.09,3.04515,0,0
0.313125,291.925,3.04515,1000.09,5.50E+06,1000.09,3.04515,0,0
0.314375,291.925,3.04516,1000.09,5.50E+06,1000.09,3.04516,0,0
0.315625,291.925,3.04516,1000.09,5.50E+06,1000.09,3.04516,0,0
0.316875,291.925,3.04516,1000.09,5.50E+06,1000.09,3.04516,0,0
0.318125,291.925,3.04517,1000.09,5.50E+06,1000.09,3.04517,0,0
0.319375,291.925,3.04517,1000.09,5.50E+06,1000.09,3.04517,0,0
0.320625,291.925,3.04517,1000.09,5.50E+06,1000.09,3.04517,0,0
0.321875,291.925,3.04518,1000.09,5.50E+06,1000.09,3.04518,0,0
0.323125,291.925,3.04518,1000.09,5.50E+06,1000.09,3.04518,0,0
0.324375,291.925,3.04518,1000.09,5.50E+06,1000.09,3.04518,0,0
0.325625,291.925,3.04519,1000.09,5.50E+06,1000.09,3.04519,0,0
0.326875,291.925,3.04519,1000.09,5.50E+06,1000.09,3.04519,0,0
0.328125,291.925,3.04519,1000.09,5.50E+06,1000.09,3.04519,0,0
0.329375,291.925,3.0452,1000.09,5.50E+06,1000.09,3.0452,0,0
